Co,VOC,Temp,Hum,Label
63.9488758882578,485.0056071459453,29.11587826857368,61.0395537491013,1
61.86291691757298,806.5573081581153,32.691817899128516,69.40300848876629,1
85.03454430776165,782.1635469663571,36.95670760414615,49.5583240012139,1
50.69688391008455,406.26236326628555,33.40502407614365,68.73403190143715,1
89.13545708762238,935.5405264470029,34.242423630947144,66.01915440773016,1
77.47758453662348,488.1921800065056,37.07459292076472,65.47727184574603,1
88.84958368525119,635.2441277296803,36.992250860337464,72.95006925180448,1
89.3602618308205,826.8762033864507,37.065758984068395,64.02915674453789,1
77.59383567693338,489.55523108444146,34.00093383976646,56.643515307372354,1
64.87563163752954,894.8682083837899,26.825221115026302,55.33564033120966,1
97.82564048676029,698.1180214340825,33.556043192918246,59.27637774605515,1
89.99087281442779,465.44117232270804,36.38764755738783,56.12749859209742,1
95.66578741226962,549.0793619119174,35.4768102277347,75.29715311029972,1
92.45974104940649,493.339748760753,32.88404150332789,69.57542742601174,1
80.88067187589932,989.9401803115791,33.70877707117195,41.26087562551543,1
77.82976230561974,836.0783454927115,26.68112919912676,54.95121176542763,1
91.73993017679825,838.1756050805486,24.724206666290495,43.804321774464164,1
90.00477568536454,847.6724693280646,33.54920161544918,51.11552879494151,1
93.23906630598238,577.6212491691309,30.992906849380688,66.65415601466313,1
83.09126380975545,780.9882817881535,33.90139561711925,73.05621697456559,1
98.7445891023337,899.7948830044631,35.25252400991887,64.28798812386138,1
80.89265232440147,759.7993090692676,27.594920610059965,48.64850024906593,1
73.09681337032212,670.5400726410226,36.22397696258328,59.57447131422653,1
64.7494090634729,569.1109248189196,37.75470052901052,49.26967160403398,1
51.6363325820045,424.44802401523395,26.685530537805043,49.83509580707143,1
61.29040426462076,783.087837431833,30.24999917804496,47.155845987310606,1
82.82833856997578,415.04742861186577,37.32503789475807,46.90456391951105,1
85.12176878371366,549.3845064293607,25.333633624315425,48.70635809038591,1
87.14571449342854,943.8214836887926,27.986425136027947,59.42533648674825,1
74.70980486858704,879.3877663104713,37.049717953211726,73.79568351615497,1
97.17782862367984,507.1351095912529,35.97249389219929,63.989462191973765,1
53.7100979453521,911.7874532458274,29.943901947967063,45.077658225561876,1
70.93414046759348,785.2948252236802,35.91306398588979,63.91673164782206,1
60.03919483635076,484.171297254813,29.633021640623536,62.064814134355075,1
64.62952667680068,942.0385188575374,30.69930277782084,63.35395029138135,1
72.40534940260287,623.3191054439826,26.84544331005518,60.56011265196361,1
76.37108898153755,715.1517586517168,36.521905407296195,41.741308514937,1
75.88643732949683,841.8984798523338,37.30862334773504,56.28238047518609,1
51.81843204953482,459.2272355377827,31.365576658730923,41.64597650690507,1
94.04670752965302,502.49050580871443,33.14058367881427,55.00351546515596,1
74.99411737313241,862.6401467674871,35.8193329651683,72.4664799082192,1
86.06802853446689,802.352563426668,24.81935604415565,65.63576044151216,1
74.63060116938637,829.2118341043744,35.30569405319528,70.51934344321148,1
76.80636965358909,753.9778892108243,37.299072715599756,52.27004198638065,1
61.088638194875365,986.3257160477406,27.570998901854505,59.199623526058346,1
67.30310468486608,697.3611987153446,33.52784469168153,50.96027542158516,1
83.05115267973702,449.3832900850593,29.286083566672417,42.261652696018544,1
93.89410601281624,802.7770536839953,26.303455349408257,75.8515001703152,1
50.584552599631905,553.2281250719384,35.30023631900344,67.08328705056002,1
65.00089384156931,989.8912779902963,30.69641079854248,49.50233547522343,1
75.83000229075591,970.1977009115158,25.295848808191252,53.95634894292198,1
57.28373880779813,465.9565269980138,38.153100298387045,63.01598516882423,1
98.65146083120715,580.5363731829474,24.64872715865503,57.56177698470721,1
87.15848068269453,907.5153894740756,27.724724152119638,45.83033844091731,1
82.25745345777136,838.7317935906158,26.736671793974278,49.49188834380966,1
61.65939023819868,699.0646922290614,26.412279503684474,52.596121055885135,1
69.06347348387764,808.3890694545793,37.87942673568388,61.17281757020487,1
97.71539659753542,561.6897765069872,35.67042418947654,63.0842545084263,1
62.73447218422213,825.9560507332272,31.468206126346573,66.2789820721197,1
71.99648745782972,566.4614290453981,31.205445324438738,68.98798290030481,1
66.79324834475666,614.4959943899811,28.98222790700241,43.89094930810544,1
93.733474941416,941.2909361267879,34.26869195610001,52.49645619592272,1
61.43229736670639,665.7210584227357,34.666860124612604,71.87333107116801,1
66.73221150819855,533.1119857255127,29.524890533731188,57.518295604634154,1
81.99687558489344,973.1473814732602,28.89722276345684,46.91933447146985,1
86.58581228188709,918.9673854010862,25.47114065431897,56.43623735078647,1
70.56187351127457,914.042720607513,26.387800532141046,59.35197235142728,1
85.82437471236557,540.1124321621933,36.35352906340306,76.56136229225618,1
88.90351925567381,882.419126820479,28.431767586421756,55.316142391346105,1
50.350955344895915,509.1448701307469,24.463045068408775,70.61055876538815,1
