time,Co,VOC,Temp,Hum,Label
52156,-0.25926230832515385,-1.0172531792007304,0.2969960783738939,2.037674511374399,0
53156,-0.35934163177139944,-1.0125719926947363,0.2998734020178434,2.037674511374399,0
54156,-0.25926230832515385,-1.0125719926947363,0.2998734020178434,2.037674511374399,0
55156,-0.25926230832515385,-1.0125719926947363,0.2941187547299455,2.0363664052019015,0
56156,-0.25926230832515385,-1.0172531792007304,0.2998734020178434,2.0402907237193912,0
57156,-0.30930197004827664,-1.0172531792007304,0.2998734020178434,2.0468312545818743,0
58156,-0.25926230832515385,-1.0125719926947363,0.2969960783738939,2.035058299029406,0
59156,-0.25926230832515385,-1.0125719926947363,0.2969960783738939,2.0415988298918886,0
60156,-0.25926230832515385,-1.0125719926947363,0.2998734020178434,2.042906936064384,0
61156,-0.25926230832515385,-1.0125719926947363,0.2998734020178434,2.0415988298918886,0
62156,-0.25926230832515385,-1.0172531792007304,0.30275072566179184,2.0520636792718614,0
63156,-0.25926230832515385,-1.0125719926947363,0.2941187547299455,2.0442150422368814,0
64156,-0.25926230832515385,-1.0172531792007304,0.2969960783738939,2.0402907237193912,0
65156,-0.35934163177139944,-1.0172531792007304,0.2969960783738939,2.0415988298918886,0
66156,-0.25926230832515385,-1.0125719926947363,0.2998734020178434,2.0455231484093788,0
67156,-0.25926230832515385,-1.0125719926947363,0.30275072566179184,2.0389826175468944,0
68156,-0.1591829848789083,-1.0172531792007304,0.30275072566179184,2.0442150422368814,0
69156,-0.25926230832515385,-1.0172531792007304,0.30275072566179184,2.0389826175468944,0
70156,-0.25926230832515385,-1.0172531792007304,0.2998734020178434,2.0363664052019015,0
71156,-0.20922264660203108,-1.0172531792007304,0.2998734020178434,2.0389826175468944,0
72156,-0.10914332315578552,-1.0172531792007304,0.2969960783738939,2.0415988298918886,0
73156,-0.25926230832515385,-1.0172531792007304,0.30275072566179184,2.0442150422368814,0
74156,-0.25926230832515385,-1.0172531792007304,0.30275072566179184,2.0363664052019015,0
75156,-0.25926230832515385,-1.0125719926947363,0.30562804930574133,2.0415988298918886,0
76156,-0.25926230832515385,-1.0125719926947363,0.30275072566179184,2.0389826175468944,0
77156,-0.25926230832515385,-1.0172531792007304,0.30275072566179184,2.037674511374399,0
78156,-0.25926230832515385,-1.0172531792007304,0.2998734020178434,2.0415988298918886,0
79156,-0.25926230832515385,-1.0172531792007304,0.2998734020178434,2.0402907237193912,0
80156,-0.25926230832515385,-1.0172531792007304,0.2998734020178434,2.035058299029406,0
81156,-0.25926230832515385,-1.0172531792007304,0.2998734020178434,2.037674511374399,0
82156,-0.25926230832515385,-1.0172531792007304,0.30275072566179184,2.0455231484093788,0
83156,-0.35934163177139944,-1.0172531792007304,0.2969960783738939,2.031133980511916,0
84156,-0.20922264660203108,-1.0172531792007304,0.30275072566179184,2.0363664052019015,0
85156,-0.25926230832515385,-1.0172531792007304,0.2969960783738939,2.0337501928569086,0
86156,-0.25926230832515385,-1.0172531792007304,0.30275072566179184,2.0363664052019015,0
87156,-0.25926230832515385,-1.0172531792007304,0.2998734020178434,2.037674511374399,0
88156,-0.1591829848789083,-1.0172531792007304,0.2941187547299455,2.0415988298918886,0
89156,-0.25926230832515385,-1.0172531792007304,0.2998734020178434,2.0402907237193912,0
90156,-0.25926230832515385,-1.0125719926947363,0.2998734020178434,2.0402907237193912,0
91156,-0.25926230832515385,-1.0172531792007304,0.2998734020178434,2.035058299029406,0
92156,-0.35934163177139944,-1.0172531792007304,0.30275072566179184,2.0363664052019015,0
93156,-0.25926230832515385,-1.0172531792007304,0.2998734020178434,2.0324420866844117,0
94156,-0.25926230832515385,-1.0172531792007304,0.2998734020178434,2.0363664052019015,0
95156,-0.25926230832515385,-1.0172531792007304,0.2998734020178434,2.031133980511916,0
96156,-0.25926230832515385,-1.0172531792007304,0.2969960783738939,2.037674511374399,0
97156,-0.25926230832515385,-1.0172531792007304,0.2998734020178434,2.037674511374399,0
98156,-0.25926230832515385,-1.0172531792007304,0.2998734020178434,2.0337501928569086,0
99156,-0.25926230832515385,-1.0172531792007304,0.2969960783738939,2.0363664052019015,0
100156,-0.25926230832515385,-1.0172531792007304,0.2969960783738939,2.029825874339419,0
101156,-0.30930197004827664,-1.0172531792007304,0.2998734020178434,2.0285177681669215,0
102156,-0.25926230832515385,-1.0172531792007304,0.2969960783738939,2.037674511374399,0
103156,-0.25926230832515385,-1.0172531792007304,0.2998734020178434,2.0363664052019015,0
104156,-0.25926230832515385,-1.0172531792007304,0.2969960783738939,2.0363664052019015,0
105156,-0.25926230832515385,-1.0172531792007304,0.2998734020178434,2.0324420866844117,0
106156,-0.25926230832515385,-1.0172531792007304,0.2941187547299455,2.0324420866844117,0
107156,-0.20922264660203108,-1.0172531792007304,0.2941187547299455,2.0389826175468944,0
108156,-0.4093812934945222,-1.0219343657067244,0.2969960783738939,2.035058299029406,0
109156,-0.25926230832515385,-1.0172531792007304,0.2941187547299455,2.0363664052019015,0
110156,-0.20922264660203108,-1.0172531792007304,0.2969960783738939,2.035058299029406,0
111156,-0.25926230832515385,-1.0172531792007304,0.2941187547299455,2.0455231484093788,0
112156,-0.20922264660203108,-1.0172531792007304,0.2941187547299455,2.0442150422368814,0
113156,-0.25926230832515385,-1.0172531792007304,0.2941187547299455,2.0363664052019015,0
114156,-0.25926230832515385,-1.0172531792007304,0.291241431085996,2.0415988298918886,0
115156,-0.25926230832515385,-1.0172531792007304,0.2941187547299455,2.0415988298918886,0
116156,-0.20922264660203108,-1.0172531792007304,0.2941187547299455,2.0442150422368814,0
117156,-0.25926230832515385,-1.0219343657067244,0.2941187547299455,2.042906936064384,0
118156,-0.25926230832515385,-1.0172531792007304,0.2969960783738939,2.042906936064384,0
119156,-0.25926230832515385,-1.0172531792007304,0.2969960783738939,2.0442150422368814,0
120156,-0.25926230832515385,-1.0172531792007304,0.2941187547299455,2.0415988298918886,0
121156,-0.25926230832515385,-1.0219343657067244,0.2969960783738939,2.0415988298918886,0
122156,-0.25926230832515385,-1.0219343657067244,0.2941187547299455,2.0389826175468944,0
123156,-0.25926230832515385,-1.0172531792007304,0.2998734020178434,2.0415988298918886,0
124156,-0.25926230832515385,-1.0172531792007304,0.2969960783738939,2.042906936064384,0
125156,-0.25926230832515385,-1.0219343657067244,0.2969960783738939,2.0494474669268685,0
126156,-0.25926230832515385,-1.0172531792007304,0.2969960783738939,2.048139360754371,0
127156,-0.25926230832515385,-1.0172531792007304,0.2998734020178434,2.0442150422368814,0
128156,-0.25926230832515385,-1.0172531792007304,0.2941187547299455,2.042906936064384,0
129156,-0.25926230832515385,-1.0172531792007304,0.2998734020178434,2.0494474669268685,0
130156,-0.25926230832515385,-1.0172531792007304,0.2969960783738939,2.048139360754371,0
131156,-0.25926230832515385,-1.0172531792007304,0.2969960783738939,2.0468312545818743,0
132156,-0.25926230832515385,-1.0219343657067244,0.2998734020178434,2.0455231484093788,0
